genre_ids,id,original_language,original_title,overview,popularity,release_date,title,vote_average,vote_count
"[28, 18, 12]",98,en,Gladiator,"In the year 180, the death of emperor Marcus Aurelius throws the Roman Empire into chaos.  Maximus is one of the Roman army's most capable and trusted generals and a key advisor to the emperor.  As Marcus' devious son Commodus ascends to the throne, Maximus is set to be executed.  He escapes, but is captured by slave traders.  Renamed Spaniard and forced to become a gladiator, Maximus must battle to the death with other men for the amusement of paying audiences.",60.721,2000-05-04,Gladiator,8.212,17269
"[53, 18, 80]",1900,en,Traffic,"An exploration of the United States of America's war on drugs from multiple perspectives. For the new head of the Office of National Drug Control Policy, the war becomes personal when he discovers his well-educated daughter is abusing cocaine within their comfortable suburban home. In Mexico, a flawed, but noble policeman agrees to testify against a powerful general in league with a cartel, and in San Diego, a drug kingpin's sheltered trophy wife must learn her husband's ruthless business after he is arrested, endangering her luxurious lifestyle.",21.365,2000-12-27,Traffic,7.052,1964
"[18, 10749]",453,en,A Beautiful Mind,"In a decades-spanning biopic, brilliant mathematician John Forbes Nash Jr. makes history in his field as schizophrenia sets in.",77.176,2001-12-14,A Beautiful Mind,7.854,9609
"[18, 9648, 53]",5279,en,Gosford Park,"In 1930’s England, a group of pretentious rich and famous gather together for a weekend of relaxation at a hunting resort. But when a murder occurs, each one of these interesting characters becomes a suspect.",15.822,2001-11-07,Gosford Park,6.853,997
"[18, 53]",1999,en,In the Bedroom,"Summertime on the coast of Maine, ""In the Bedroom"" centers on the inner dynamics of a family in transition. Matt Fowler is a doctor practicing in his native Maine and is married to New York born Ruth Fowler, a music teacher. His son is involved in a love affair with a local single mother. As the beauty of Maine's brief and fleeting summer comes to an end, these characters find themselves in the midst of unimaginable tragedy.",11.76,2001-11-23,In the Bedroom,6.918,318
"[12, 14, 28]",120,en,The Lord of the Rings: The Fellowship of the Ring,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.",120.063,2001-12-18,The Lord of the Rings: The Fellowship of the Ring,8.407,23678
"[35, 80, 18]",1574,en,Chicago,Murderesses Velma Kelly and Roxie Hart find themselves on death row together and fight for the fame that will keep them from the gallows in 1920s Chicago.,21.015,2002-12-10,Chicago,7.1,2416
"[18, 36, 80]",3131,en,Gangs of New York,"In 1863, Amsterdam Vallon returns to the Five Points of America to seek vengeance against the psychotic gangland kingpin, Bill the Butcher, who murdered his father years earlier. With an eager pickpocket by his side and a whole new army, Vallon fights his way to seek vengeance on the Butcher and restore peace in the area.",29.512,2002-12-14,Gangs of New York,7.3,6179
[18],590,en,The Hours,"""The Hours"" is the story of three women searching for more potent, meaningful lives. Each is alive at a different time and place, all are linked by their yearnings and their fears. Their stories intertwine, and finally come together in a surprising, transcendent moment of shared recognition.",19.628,2002-12-27,The Hours,7.288,1552
"[12, 14, 28]",121,en,The Lord of the Rings: The Two Towers,"Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.",94.871,2002-12-18,The Lord of the Rings: The Two Towers,8.389,20586
"[18, 10752]",423,en,The Pianist,"The true story of pianist Władysław Szpilman's experiences in Warsaw during the Nazi occupation. When the Jews of the city find themselves forced into a ghetto, Szpilman finds work playing in a café; and when his family is deported in 1942, he stays behind, works for a while as a laborer, and eventually goes into hiding in the ruins of the war-torn city.",35.09,2002-09-17,The Pianist,8.384,8530
"[12, 14, 28]",122,en,The Lord of the Rings: The Return of the King,"Aragorn is revealed as the heir to the ancient kings as he, Gandalf and the other members of the broken fellowship struggle to save Gondor from Sauron's forces. Meanwhile, Frodo and Sam take the ring closer to the heart of Mordor, the dark lord's realm.",112.195,2003-12-01,The Lord of the Rings: The Return of the King,8.477,22722
"[18, 10749]",153,en,Lost in Translation,"Two lost souls visiting Tokyo -- the young, neglected wife of a photographer and a washed-up movie star shooting a TV commercial -- find an odd solace and pensive freedom to be real in each other's company, away from their lives in America.",24.816,2003-09-18,Lost in Translation,7.4,6829
"[12, 18, 10752]",8619,en,Master and Commander: The Far Side of the World,"After an abrupt and violent encounter with a French warship inflicts severe damage upon his ship, a captain of the British Royal Navy begins a chase over two oceans to capture or destroy the enemy, though he must weigh his commitment to duty and ferocious pursuit of glory against the safety of his devoted crew, including the ship's thoughtful surgeon, his best friend.",22.644,2003-11-14,Master and Commander: The Far Side of the World,7.137,2909
"[53, 80, 18, 9648]",322,en,Mystic River,The lives of three men who were childhood friends are shattered when one of them suffers a family tragedy.,26.604,2003-03-03,Mystic River,7.748,6152
"[18, 36]",4464,en,Seabiscuit,True story of the undersized Depression-era racehorse whose victories lifted not only the spirits of the team behind it but also those of their nation.,20.128,2003-07-22,Seabiscuit,7.0,761
[99],1103859,en,Seabiscuit,"He was boxy, with stumpy legs that wouldn't completely straighten a short straggly tail and an ungainly gait; though he didn't look the part, Seabiscuit was one of the most remarkable thoroughbred racehorses in history. In the 1930s, when Americans longed to escape the grim realities of Depression-era life, four men turned Seabiscuit into a national hero. They were his fabulously wealthy owner Charles Howard, his famously silent and stubborn trainer Tom Smith and the two hard-bitten, gifted jockeys who rode him to glory. By following the paths that brought these four together and in telling the story of Seabiscuit's unlikely career, this film illuminates the precarious economic conditions that defined America in the 1930s and explores the fascinating behind-the-scenes world of thoroughbred racing. Scott Glenn narrates.",4.455,2003-04-21,Seabiscuit,0.0,0
[18],2567,en,The Aviator,"A biopic depicting the life of filmmaker and aviation pioneer Howard Hughes from 1927 to 1947, during which time he became a successful film producer and an aviation magnate, while simultaneously growing more unstable due to severe obsessive-compulsive disorder.",26.446,2004-12-17,The Aviator,7.228,4970
"[18, 99]",866,en,Finding Neverland,"During a writing slump, playwright J.M. Barrie meets a widow and her four children, all young boys—who soon become an important part of Barrie’s life and the inspiration that lead him to create his masterpiece. Peter Pan'.",16.727,2004-10-17,Finding Neverland,7.32,3390
[18],70,en,Million Dollar Baby,"Despondent over a painful estrangement from his daughter, trainer Frankie Dunn isn't prepared for boxer Maggie Fitzgerald to enter his life. But Maggie's determined to go pro and to convince Dunn and his cohort to help her.",22.975,2004-12-15,Million Dollar Baby,7.956,8998
"[18, 10402]",1677,en,Ray,"Born on a sharecropping plantation in Northern Florida, Ray Charles went blind at seven. Inspired by a fiercely independent mom who insisted he make his own way, He found his calling and his gift behind a piano keyboard. Touring across the Southern musical circuit, the soulful singer gained a reputation and then exploded with worldwide fame when he pioneered coupling gospel and country together.",32.964,2004-10-29,Ray,7.437,1811
[35],1211840,en,Ray,"A little kid stranded, growing up in a country town he hates. The locals reckon it's a paradise, but as far as he can see, the only interesting stuff happens to a guy the whole town dismisses as a loser... Ray.",0.6,2004-05-29,Ray,0.0,0
"[35, 18, 10749]",9675,en,Sideways,"Two middle-aged men embark on a spiritual journey through Californian wine country. One is an unpublished novelist suffering from depression, and the other is only days away from walking down the aisle.",15.118,2004-10-22,Sideways,7.089,1497
"[18, 10749]",142,en,Brokeback Mountain,"Rodeo cowboy Jack and ranch hand Ennis are hired as sheepherders in 1963 Wyoming. One night on Brokeback Mountain, they spark a physical relationship. Though Ennis marries his longtime sweetheart and Jack marries a fellow rodeo rider, they keep up their tortured, sporadic love affair for 20 years.",33.113,2005-09-10,Brokeback Mountain,7.799,6508
"[80, 18]",398,en,Capote,"A biopic of writer Truman Capote and his assignment for The New Yorker to write the non-fiction book ""In Cold Blood"".",16.479,2005-09-30,Capote,6.991,1321
[18],1640,en,Crash,"In post-Sept. 11 Los Angeles, tensions erupt when the lives of a Brentwood housewife, her district attorney husband, a Persian shopkeeper, two cops, a pair of carjackers and a Korean couple converge during a 36-hour period.",27.894,2005-05-06,Crash,7.2,3237
